"Station Name","POINT ATKINSON"
"Province","BRITISH COLUMBIA"
"Latitude","49.33"
"Longitude","-123.26"
"Elevation","35.00"
"Climate Identifier","1106200"
"WMO Identifier","71037"
"TC Identifier","WSB"

"Legend"
"[Empty]","No Data Available"
"M","Missing"
"E","Estimated"
"A","Accumulated"
"C","Precipitation Occurred; Amount Uncertain"
"L","Precipitation May or May Not Have Occurred"
"F","Accumulated and Estimated"
"N","Temperature Missing but Known to be > 0"
"Y","Temperature Missing but Known to be < 0"
"S","More Than One Occurrence"
"T","Trace"
"*","Data for this day has undergone only preliminary quality checking"
"**","Partner data that is not subject to review by the National Climate Archives."

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2008-01-28","2008","01","28","*","1.5","","-1.0","","0.3","","17.7","","0.0","","","M","","M","0.0","","","","","","<31",""
"2008-01-29","2008","01","29","*","3.2","","-0.1","","1.6","","16.4","","0.0","","","M","","M","6.8","","","","9","","52",""
"2008-01-30","2008","01","30","*","4.4","","0.5","","2.5","","15.5","","0.0","","","M","","M","6.4","","","","8","","69",""
"2008-01-31","2008","01","31","*","5.3","","3.2","","4.3","","13.7","","0.0","","","M","","M","1.0","","","","9","","61",""
"2008-02-01","2008","02","01","*","5.9","","2.4","","4.2","","13.8","","0.0","","","M","","M","0.8","","","","","","<31",""
"2008-02-02","2008","02","02","*","4.5","","1.3","","2.9","","15.1","","0.0","","","M","","M","2.4","","","","9","","32",""
"2008-02-03","2008","02","03","*","4.7","","1.6","","3.2","","14.8","","0.0","","","M","","M","0.0","","","","29","","32",""
"2008-02-04","2008","02","04","*","3.1","","0.0","","1.6","","16.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"2008-02-05","2008","02","05","*","7.4","","2.3","","4.9","","13.1","","0.0","","","M","","M","9.5","","","","8","","85",""
"2008-02-06","2008","02","06","*","6.0","","1.5","","3.8","","14.2","","0.0","","","M","","M","5.1","","","","9","","74",""
"2008-02-07","2008","02","07","*","7.5","","2.3","","4.9","","13.1","","0.0","","","M","","M","2.9","","","","9","","72",""
"2008-02-08","2008","02","08","*","7.3","","5.1","","6.2","","11.8","","0.0","","","M","","M","0.0","","","","29","","46",""
"2008-02-09","2008","02","09","*","8.6","","4.3","","6.5","","11.5","","0.0","","","M","","M","1.4","","","","8","","48",""
"2008-02-10","2008","02","10","*","9.4","","4.9","","7.2","","10.8","","0.0","","","M","","M","0.7","","","","8","","44",""
"2008-02-11","2008","02","11","*","6.2","","3.6","","4.9","","13.1","","0.0","","","M","","M","14.2","","","","9","","37",""
"2008-02-12","2008","02","12","*","9.0","","4.9","","7.0","","11.0","","0.0","","","M","","M","3.6","","","","29","","59",""
"2008-02-13","2008","02","13","*","7.5","","2.0","","4.8","","13.2","","0.0","","","M","","M","0.7","","","","26","","48",""
"2008-02-14","2008","02","14","*","5.9","","3.6","","4.8","","13.2","","0.0","","","M","","M","0.0","","","","","","<31",""
"2008-02-15","2008","02","15","*","5.7","","4.2","","5.0","","13.0","","0.0","","","M","","M","7.2","","","","8","","32",""
"2008-02-16","2008","02","16","*","6.6","","3.9","","5.3","","12.7","","0.0","","","M","","M","0.0","","","","","","<31",""
"2008-02-17","2008","02","17","*","7.0","","2.3","","4.7","","13.3","","0.0","","","M","","M","0.0","","","","","","<31",""
"2008-02-18","2008","02","18","*","6.7","","0.3","","3.5","","14.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"2008-02-19","2008","02","19","*","7.3","","2.5","","4.9","","13.1","","0.0","","","M","","M","0.0","","","","","","<31",""
"2008-02-20","2008","02","20","*","10.3","","5.7","","8.0","","10.0","","0.0","","","M","","M","0.0","","","","","","<31",""
"2008-02-21","2008","02","21","*","10.0","","4.1","","7.1","","10.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"2008-02-22","2008","02","22","*","12.7","","5.9","","9.3","","8.7","","0.0","","","M","","M","","M","","","8","","46",""
"2008-02-23","2008","02","23","*","10.6","","5.9","","8.3","","9.7","","0.0","","","M","","M","8.1","","","","10","","63",""
"2008-02-24","2008","02","24","*","10.9","","4.3","","7.6","","10.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"2008-02-25","2008","02","25","*","11.0","","5.6","","8.3","","9.7","","0.0","","","M","","M","0.8","","","","","","<31",""
"2008-02-26","2008","02","26","*","10.9","","7.1","","9.0","","9.0","","0.0","","","M","","M","1.5","","","","","","<31",""
"2008-02-27","2008","02","27","*","8.4","","6.5","","7.5","","10.5","","0.0","","","M","","M","6.4","","","","8","","32",""
"2008-02-28","2008","02","28","*","11.2","","6.6","","8.9","","9.1","","0.0","","","M","","M","0.0","","","","","","<31",""
"2008-02-29","2008","02","29","*","9.4","","6.4","","7.9","","10.1","","0.0","","","M","","M","2.2","","","","8","","32",""
"2008-03-01","2008","03","01","*","9.3","","5.2","","7.3","","10.7","","0.0","","","M","","M","0.6","","","","28","","33",""
"2008-03-02","2008","03","02","*","7.6","","2.6","","5.1","","12.9","","0.0","","","M","","M","3.0","","","","28","","44",""
"2008-03-03","2008","03","03","*","7.1","","3.4","","5.3","","12.7","","0.0","","","M","","M","7.6","","","","8","","56",""
"2008-03-04","2008","03","04","*","7.2","","3.3","","5.3","","12.7","","0.0","","","M","","M","0.0","","","","","","<31",""
"2008-03-05","2008","03","05","*","7.2","","2.8","","5.0","","13.0","","0.0","","","M","","M","0.0","","","","","","<31",""
"2008-03-06","2008","03","06","*","8.7","","3.1","","5.9","","12.1","","0.0","","","M","","M","0.5","","","","","","<31",""
"2008-03-07","2008","03","07","*","10.0","","6.7","","8.4","","9.6","","0.0","","","M","","M","3.1","","","","","","<31",""
"2008-03-08","2008","03","08","*","9.2","","6.4","","7.8","","10.2","","0.0","","","M","","M","1.5","","","","","","<31",""
"2008-03-09","2008","03","09","*","10.1","","5.8","","8.0","","10.0","","0.0","","","M","","M","0.0","","","","","","<31",""
"2008-03-10","2008","03","10","*","12.9","","7.0","","10.0","","8.0","","0.0","","","M","","M","10.6","","","","8","","46",""
"2008-03-11","2008","03","11","*","11.4","","6.0","","8.7","","9.3","","0.0","","","M","","M","0.8","","","","11","","43",""
"2008-03-12","2008","03","12","*","7.6","","4.9","","6.3","","11.7","","0.0","","","M","","M","0.0","","","","","","<31",""
"2008-03-13","2008","03","13","*","7.9","","4.8","","6.4","","11.6","","0.0","","","M","","M","0.3","","","","10","","35",""
"2008-03-14","2008","03","14","*","7.2","","4.7","","6.0","","12.0","","0.0","","","M","","M","2.4","","","","","","<31",""
"2008-03-15","2008","03","15","*","8.7","","5.6","","7.2","","10.8","","0.0","","","M","","M","0.0","","","","29","","54",""
"2008-03-16","2008","03","16","*","6.6","","3.3","","5.0","","13.0","","0.0","","","M","","M","","M","","","","","<31",""
"2008-03-17","2008","03","17","*","7.4","","4.2","","5.8","","12.2","","0.0","","","M","","M","2.6","","","","8","","46",""
"2008-03-18","2008","03","18","*","8.1","","5.0","","6.6","","11.4","","0.0","","","M","","M","0.3","","","","9","","33",""
"2008-03-19","2008","03","19","*","7.3","","4.7","","6.0","","12.0","","0.0","","","M","","M","8.3","","","","8","","44",""
"2008-03-20","2008","03","20","*","7.5","","4.3","","5.9","","12.1","","0.0","","","M","","M","1.3","","","","10","","61",""
"2008-03-21","2008","03","21","*","8.0","","2.8","","5.4","","12.6","","0.0","","","M","","M","2.6","","","","8","","50",""
"2008-03-22","2008","03","22","*","11.0","","4.0","","7.5","","10.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"2008-03-23","2008","03","23","*","10.4","","4.2","","7.3","","10.7","","0.0","","","M","","M","4.5","","","","28","","56",""
"2008-03-24","2008","03","24","*","8.5","","3.7","","6.1","","11.9","","0.0","","","M","","M","0.3","","","","8","","33",""
"2008-03-25","2008","03","25","*","7.0","","3.5","","5.3","","12.7","","0.0","","","M","","M","2.8","","","","9","","56",""
"2008-03-26","2008","03","26","*","7.4","","3.3","","5.4","","12.6","","0.0","","","M","","M","","M","","","9","","59",""
"2008-03-27","2008","03","27","*","6.0","","3.2","","4.6","","13.4","","0.0","","","M","","M","0.3","","","","24","","41",""
"2008-03-28","2008","03","28","*","4.9","","1.3","","3.1","","14.9","","0.0","","","M","","M","0.0","","","","10","","41",""
"2008-03-29","2008","03","29","*","6.0","","0.9","","3.5","","14.5","","0.0","","","M","","M","4.8","","","","","","<31",""
"2008-03-30","2008","03","30","*","8.0","","0.5","","4.3","","13.7","","0.0","","","M","","M","5.5","","","","27","","43",""
"2008-03-31","2008","03","31","*","6.7","","3.0","","4.9","","13.1","","0.0","","","M","","M","0.0","","","","27","","44",""
"2008-04-01","2008","04","01","*","6.4","","1.7","","4.1","","13.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"2008-04-02","2008","04","02","*","8.4","","2.2","","5.3","","12.7","","0.0","","","M","","M","0.0","","","","26","","32",""
"2008-04-03","2008","04","03","*","8.8","","2.8","","5.8","","12.2","","0.0","","","M","","M","0.0","","","","","","<31",""
"2008-04-04","2008","04","04","*","7.5","","5.1","","6.3","","11.7","","0.0","","","M","","M","4.5","","","","","","<31",""
"2008-04-05","2008","04","05","*","8.2","","6.0","","7.1","","10.9","","0.0","","","M","","M","0.7","","","","9","","39",""
"2008-04-06","2008","04","06","*","8.6","","5.7","","7.2","","10.8","","0.0","","","M","","M","2.8","","","","8","","44",""
"2008-04-07","2008","04","07","*","8.4","","4.7","","6.6","","11.4","","0.0","","","M","","M","8.5","","","","8","","41",""
"2008-04-08","2008","04","08","*","7.2","","4.1","","5.7","","12.3","","0.0","","","M","","M","0.9","","","","8","","39",""
"2008-04-09","2008","04","09","*","7.9","","3.7","","5.8","","12.2","","0.0","","","M","","M","0.0","","","","","","<31",""
"2008-04-10","2008","04","10","*","10.1","","5.5","","7.8","","10.2","","0.0","","","M","","M","","M","","","","","<31",""
"2008-04-11","2008","04","11","*","11.9","","7.0","","9.5","","8.5","","0.0","","","M","","M","0.0","","","","9","","37",""
"2008-04-12","2008","04","12","*","17.8","","6.9","","12.4","","5.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"2008-04-13","2008","04","13","*","13.6","","8.8","","11.2","","6.8","","0.0","","","M","","M","1.1","","","","","","<31",""
"2008-04-14","2008","04","14","*","9.3","","6.8","","8.1","","9.9","","0.0","","","M","","M","0.0","","","","27","","43",""
"2008-04-15","2008","04","15","*","8.7","","6.4","","7.6","","10.4","","0.0","","","M","","M","0.0","","","","28","","54",""
"2008-04-16","2008","04","16","*","9.6","","7.2","","8.4","","9.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"2008-04-17","2008","04","17","*","11.0","","7.4","","9.2","","8.8","","0.0","","","M","","M","1.4","","","","29","","56",""
"2008-04-18","2008","04","18","*","7.7","","1.2","","4.5","","13.5","","0.0","","","M","","M","5.5","","","","28","","67",""
"2008-04-19","2008","04","19","*","8.2","","1.3","","4.8","","13.2","","0.0","","","M","","M","2.3","","","","27","","33",""
"2008-04-20","2008","04","20","*","6.6","","2.3","","4.5","","13.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"2008-04-21","2008","04","21","*","8.3","","3.2","","5.8","","12.2","","0.0","","","M","","M","0.0","","","","28","","32",""
"2008-04-22","2008","04","22","*","14.0","","3.0","","8.5","","9.5","","0.0","","","M","","M","0.0","","","","30","","33",""
"2008-04-23","2008","04","23","*","10.2","","7.2","","8.7","","9.3","","0.0","","","M","","M","0.0","","","","9","","35",""
"2008-04-24","2008","04","24","*","10.1","","7.9","","9.0","","9.0","","0.0","","","M","","M","0.0","","","","9","","32",""
"2008-04-25","2008","04","25","*","10.5","","5.1","","7.8","","10.2","","0.0","","","M","","M","0.0","","","","27","","32",""
"2008-04-26","2008","04","26","*","12.3","","5.3","","8.8","","9.2","","0.0","","","M","","M","0.0","","","","","","<31",""
"2008-04-27","2008","04","27","*","13.1","","9.5","","11.3","","6.7","","0.0","","","M","","M","3.1","","","","","","<31",""
"2008-04-28","2008","04","28","*","13.0","","7.5","","10.3","","7.7","","0.0","","","M","","M","11.6","","","","9","","37",""
"2008-04-29","2008","04","29","*","9.8","","6.0","","7.9","","10.1","","0.0","","","M","","M","0.0","","","","30","","35",""
"2008-04-30","2008","04","30","*","9.8","","4.3","","7.1","","10.9","","0.0","","","M","","M","0.0","","","","27","","44",""
"2008-05-01","2008","05","01","*","11.2","","6.9","","9.1","","8.9","","0.0","","","M","","M","0.0","","","","8","","43",""
"2008-05-02","2008","05","02","*","12.7","","6.7","","9.7","","8.3","","0.0","","","M","","M","0.3","","","","","","<31",""
"2008-05-03","2008","05","03","*","12.0","","8.0","","10.0","","8.0","","0.0","","","M","","M","7.2","","","","28","","35",""
"2008-05-04","2008","05","04","*","11.5","","7.4","","9.5","","8.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"2008-05-05","2008","05","05","*","13.6","","8.8","","11.2","","6.8","","0.0","","","M","","M","0.0","","","","","","<31",""
"2008-05-06","2008","05","06","*","13.0","","8.9","","11.0","","7.0","","0.0","","","M","","M","0.0","","","","","","<31",""
"2008-05-07","2008","05","07","*","11.6","","8.4","","10.0","","8.0","","0.0","","","M","","M","0.0","","","","28","","46",""
"2008-05-08","2008","05","08","*","10.9","","7.7","","9.3","","8.7","","0.0","","","M","","M","0.0","","","","9","","32",""
"2008-05-09","2008","05","09","*","12.7","","6.6","","9.7","","8.3","","0.0","","","M","","M","0.0","","","","","","<31",""
"2008-05-10","2008","05","10","*","12.4","","9.5","","11.0","","7.0","","0.0","","","M","","M","0.4","","","","9","","41",""
"2008-05-11","2008","05","11","*","11.1","","8.6","","9.9","","8.1","","0.0","","","M","","M","3.2","","","","28","","63",""
"2008-05-12","2008","05","12","*","12.5","","7.3","","9.9","","8.1","","0.0","","","M","","M","0.0","","","","","","<31",""
"2008-05-13","2008","05","13","*","11.5","","8.0","","9.8","","8.2","","0.0","","","M","","M","12.7","","","","","","<31",""
"2008-05-14","2008","05","14","*","14.0","","8.9","","11.5","","6.5","","0.0","","","M","","M","8.2","","","","","","<31",""
"2008-05-15","2008","05","15","*","15.5","","11.3","","13.4","","4.6","","0.0","","","M","","M","0.0","","","","27","","33",""
"2008-05-16","2008","05","16","*","20.7","","10.7","","15.7","","2.3","","0.0","","","M","","M","0.0","","","","","","<31",""
"2008-05-17","2008","05","17","*","26.1","","12.4","","19.3","","0.0","","1.3","","","M","","M","0.0","","","","","","<31",""
"2008-05-18","2008","05","18","*","19.2","","14.6","","16.9","","1.1","","0.0","","","M","","M","0.0","","","","10","","33",""
"2008-05-19","2008","05","19","*","17.8","","14.1","","16.0","","2.0","","0.0","","","M","","M","3.1","","","","8","","37",""
"2008-05-20","2008","05","20","*","14.9","","11.3","","13.1","","4.9","","0.0","","","M","","M","","M","","","","","<31",""
"2008-05-21","2008","05","21","*","14.2","","10.1","","12.2","","5.8","","0.0","","","M","","M","0.0","","","","27","","41",""
"2008-05-22","2008","05","22","*","15.0","","10.3","","12.7","","5.3","","0.0","","","M","","M","0.0","","","","28","","48",""
"2008-05-23","2008","05","23","*","17.4","","9.4","","13.4","","4.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"2008-05-24","2008","05","24","*","23.1","","12.4","","17.8","","0.2","","0.0","","","M","","M","0.0","","","","","","<31",""
"2008-05-25","2008","05","25","*","20.3","","14.1","","17.2","","0.8","","0.0","","","M","","M","0.0","","","","","","<31",""
"2008-05-26","2008","05","26","*","17.5","","11.8","","14.7","","3.3","","0.0","","","M","","M","3.8","","","","","","<31",""
"2008-05-27","2008","05","27","*","15.9","","12.9","","14.4","","3.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"2008-05-28","2008","05","28","*","16.6","","11.7","","14.2","","3.8","","0.0","","","M","","M","0.0","","","","11","","32",""
"2008-05-29","2008","05","29","*","15.3","","11.7","","13.5","","4.5","","0.0","","","M","","M","0.6","","","","10","","48",""
"2008-05-30","2008","05","30","*","14.7","","11.3","","13.0","","5.0","","0.0","","","M","","M","0.0","","","","9","","35",""
"2008-05-31","2008","05","31","*","16.4","","9.8","","13.1","","4.9","","0.0","","","M","","M","0.0","","","","9","","33",""
"2008-06-01","2008","06","01","*","15.1","","12.5","","13.8","","4.2","","0.0","","","M","","M","0.3","","","","9","","43",""
"2008-06-02","2008","06","02","*","14.2","","10.7","","12.5","","5.5","","0.0","","","M","","M","0.6","","","","9","","41",""
"2008-06-03","2008","06","03","*","13.8","","10.1","","12.0","","6.0","","0.0","","","M","","M","10.1","","","","","","<31",""
"2008-06-04","2008","06","04","*","13.2","","10.3","","11.8","","6.2","","0.0","","","M","","M","0.6","","","","9","","46",""
"2008-06-05","2008","06","05","*","12.0","","8.8","","10.4","","7.6","","0.0","","","M","","M","9.7","","","","9","","48",""
"2008-06-06","2008","06","06","*","12.6","","8.5","","10.6","","7.4","","0.0","","","M","","M","1.2","","","","8","","39",""
"2008-06-07","2008","06","07","*","14.9","","11.1","","13.0","","5.0","","0.0","","","M","","M","0.0","","","","28","","43",""
"2008-06-08","2008","06","08","*","12.9","","9.0","","11.0","","7.0","","0.0","","","M","","M","2.0","","","","9","","52",""
"2008-06-09","2008","06","09","*","11.3","","7.9","","9.6","","8.4","","0.0","","","M","","M","8.9","","","","10","","63",""
"2008-06-10","2008","06","10","*","12.2","","7.1","","9.7","","8.3","","0.0","","","M","","M","0.9","","","","8","","50",""
"2008-06-11","2008","06","11","*","13.3","","9.8","","11.6","","6.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"2008-06-12","2008","06","12","*","14.9","","11.3","","13.1","","4.9","","0.0","","","M","","M","0.0","","","","10","","32",""
"2008-06-13","2008","06","13","*","15.7","","11.8","","13.8","","4.2","","0.0","","","M","","M","0.3","","","","9","","41",""
"2008-06-14","2008","06","14","*","15.8","","11.0","","13.4","","4.6","","0.0","","","M","","M","0.0","","","","27","","35",""
"2008-06-15","2008","06","15","*","17.7","","10.8","","14.3","","3.7","","0.0","","","M","","M","0.0","","","","","","<31",""
"2008-06-16","2008","06","16","*","18.7","","11.3","","15.0","","3.0","","0.0","","","M","","M","0.0","","","","","","<31",""
"2008-06-17","2008","06","17","*","15.6","","10.9","","13.3","","4.7","","0.0","","","M","","M","0.6","","","","8","","43",""
"2008-06-18","2008","06","18","*","15.6","","11.7","","13.7","","4.3","","0.0","","","M","","M","0.0","","","","","","<31",""
"2008-06-19","2008","06","19","*","17.0","","10.8","","13.9","","4.1","","0.0","","","M","","M","0.0","","","","9","","43",""
"2008-06-20","2008","06","20","*","18.5","","13.1","","15.8","","2.2","","0.0","","","M","","M","0.0","","","","","","<31",""
"2008-06-21","2008","06","21","*","21.4","","14.5","","18.0","","0.0","","0.0","","","M","","M","0.0","","","","","","<31",""
"2008-06-22","2008","06","22","*","17.8","","13.0","","15.4","","2.6","","0.0","","","M","","M","0.7","","","","9","","43",""
"2008-06-23","2008","06","23","*","17.4","","11.7","","14.6","","3.4","","0.0","","","M","","M","0.0","","","","11","","33",""
"2008-06-24","2008","06","24","*","18.0","","13.1","","15.6","","2.4","","0.0","","","M","","M","0.0","","","","10","","41",""
"2008-06-25","2008","06","25","*","19.9","","12.7","","16.3","","1.7","","0.0","","","M","","M","0.0","","","","","","<31",""
"2008-06-26","2008","06","26","*","16.8","","12.1","","14.5","","3.5","","0.0","","","M","","M","0.6","","","","10","","56",""
"2008-06-27","2008","06","27","*","19.3","","13.1","","16.2","","1.8","","0.0","","","M","","M","0.0","","","","","","<31",""
"2008-06-28","2008","06","28","*","25.8","","15.9","","20.9","","0.0","","2.9","","","M","","M","0.0","","","","","","<31",""
"2008-06-29","2008","06","29","*","26.3","","18.0","","22.2","","0.0","","4.2","","","M","","M","0.0","","","","","","<31",""
"2008-06-30","2008","06","30","*","25.0","","18.1","","21.6","","0.0","","3.6","","","M","","M","0.0","","","","10","","32",""
"2008-07-01","2008","07","01","*","20.8","","15.9","","18.4","","0.0","","0.4","","","M","","M","0.0","","","","11","","41",""
"2008-07-02","2008","07","02","*","22.5","","15.9","","19.2","","0.0","","1.2","","","M","","M","","M","","","8","","41",""
"2008-07-03","2008","07","03","*","22.0","","17.2","","19.6","","0.0","","1.6","","","M","","M","","M","","","10","","37",""
"2008-07-04","2008","07","04","*","19.9","","15.9","","17.9","","0.1","","0.0","","","M","","M","0.0","","","","8","","41",""
"2008-07-05","2008","07","05","*","19.4","","16.2","","17.8","","0.2","","0.0","","","M","","M","1.2","","","","8","","48",""
"2008-07-06","2008","07","06","*","18.9","","14.6","","16.8","","1.2","","0.0","","","M","","M","0.0","","","","","","<31",""
"2008-07-07","2008","07","07","*","20.5","","13.7","","17.1","","0.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"2008-07-08","2008","07","08","*","22.1","","14.9","","18.5","","0.0","","0.5","","","M","","M","0.0","","","","","","<31",""
"2008-07-09","2008","07","09","*","21.7","","16.2","","19.0","","0.0","","1.0","","","M","","M","0.0","","","","26","","32",""
"2008-07-10","2008","07","10","*","19.9","","14.7","","17.3","","0.7","","0.0","","","M","","M","2.6","","","","28","","76",""
"2008-07-11","2008","07","11","*","21.9","","13.8","","17.9","","0.1","","0.0","","","M","","M","0.0","","","","9","","43",""
"2008-07-12","2008","07","12","*","24.7","","15.5","","20.1","","0.0","","2.1","","","M","","M","0.0","","","","","","<31",""
"2008-07-13","2008","07","13","*","21.6","","16.7","","19.2","","0.0","","1.2","","","M","","M","0.0","","","","","","<31",""
"2008-07-14","2008","07","14","*","20.8","","15.4","","18.1","","0.0","","0.1","","","M","","M","0.0","","","","","","<31",""
"2008-07-15","2008","07","15","*","21.2","","14.8","","18.0","","0.0","","0.0","","","M","","M","0.0","","","","","","<31",""
"2008-07-16","2008","07","16","*","22.9","","16.0","","19.5","","0.0","","1.5","","","M","","M","0.0","","","","","","<31",""
"2008-07-17","2008","07","17","*","19.5","","14.6","","17.1","","0.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"2008-07-18","2008","07","18","*","18.6","","14.4","","16.5","","1.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"2008-07-19","2008","07","19","*","19.5","","14.7","","17.1","","0.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"2008-07-20","2008","07","20","*","21.5","","14.9","","18.2","","0.0","","0.2","","","M","","M","0.0","","","","","","<31",""
"2008-07-21","2008","07","21","*","19.3","","15.7","","17.5","","0.5","","0.0","","","M","","M","0.0","","","","10","","32",""
"2008-07-22","2008","07","22","*","18.7","","15.2","","17.0","","1.0","","0.0","","","M","","M","0.0","","","","9","","39",""
"2008-07-23","2008","07","23","*","18.0","","14.5","","16.3","","1.7","","0.0","","","M","","M","0.0","","","","10","","43",""
"2008-07-24","2008","07","24","*","19.3","","15.2","","17.3","","0.7","","0.0","","","M","","M","0.0","","","","","","<31",""
