"Station Name","POINT ATKINSON"
"Province","BRITISH COLUMBIA"
"Latitude","49.33"
"Longitude","-123.26"
"Elevation","35.00"
"Climate Identifier","1106200"
"WMO Identifier","71037"
"TC Identifier","WSB"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"M","Missing"
"E","Estimated"
"NA","Not Available"
"**","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Time","Data Quality","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2000-08-01 22:00","2000","08","01","22:00"," ","19.7","","","M","","M","8","","17","","","M","","M","","","","","NA"
"2000-08-01 23:00","2000","08","01","23:00"," ","19.6","","","M","","M","11","","19","","","M","","M","","","","","NA"
"2000-08-02 00:00","2000","08","02","00:00"," ","18.2","","","M","","M","8","","13","","","M","","M","","","","","NA"
"2000-08-02 01:00","2000","08","02","01:00"," ","17.9","","","M","","M","1","","2","","","M","","M","","","","","NA"
"2000-08-02 02:00","2000","08","02","02:00"," ","18.6","","","M","","M","14","","7","","","M","","M","","","","","NA"
"2000-08-02 03:00","2000","08","02","03:00"," ","18.1","","","M","","M","8","","7","","","M","","M","","","","","NA"
"2000-08-02 04:00","2000","08","02","04:00"," ","17.8","","","M","","M","32","","4","","","M","","M","","","","","NA"
"2000-08-02 05:00","2000","08","02","05:00"," ","17.3","","","M","","M","7","","4","","","M","","M","","","","","NA"
"2000-08-02 06:00","2000","08","02","06:00"," ","18.4","","","M","","M","8","","6","","","M","","M","","","","","NA"
"2000-08-02 07:00","2000","08","02","07:00"," ","18.5","","","M","","M","12","","6","","","M","","M","","","","","NA"
"2000-08-02 08:00","2000","08","02","08:00"," ","19.2","","","M","","M","","","0","","","M","","M","","","","","NA"
"2000-08-02 09:00","2000","08","02","09:00"," ","18.9","","","M","","M","29","","6","","","M","","M","","","","","NA"
"2000-08-02 10:00","2000","08","02","10:00"," ","19.0","","","M","","M","27","","9","","","M","","M","","","","","NA"
"2000-08-02 11:00","2000","08","02","11:00"," ","18.9","","","M","","M","27","","17","","","M","","M","","","","","NA"
"2000-08-02 12:00","2000","08","02","12:00"," ","19.4","","","M","","M","27","","15","","","M","","M","","","","","NA"
"2000-08-02 13:00","2000","08","02","13:00"," ","19.5","","","M","","M","28","","9","","","M","","M","","","","","NA"
"2000-08-02 14:00","2000","08","02","14:00"," ","19.9","","","M","","M","27","","11","","","M","","M","","","","","NA"
"2000-08-02 15:00","2000","08","02","15:00"," ","19.7","","","M","","M","27","","13","","","M","","M","","","","","NA"
"2000-08-02 16:00","2000","08","02","16:00"," ","20.3","","","M","","M","28","","11","","","M","","M","","","","","NA"
"2000-08-02 17:00","2000","08","02","17:00"," ","20.6","","","M","","M","25","","7","","","M","","M","","","","","NA"
"2000-08-02 18:00","2000","08","02","18:00"," ","20.7","","","M","","M","26","","17","","","M","","M","","","","","NA"
"2000-08-02 19:00","2000","08","02","19:00"," ","20.6","","","M","","M","25","","15","","","M","","M","","","","","NA"
"2000-08-02 20:00","2000","08","02","20:00"," ","20.2","","","M","","M","8","","7","","","M","","M","","","","","NA"
"2000-08-02 21:00","2000","08","02","21:00"," ","20.5","","","M","","M","8","","9","","","M","","M","","","","","NA"
"2000-08-02 22:00","2000","08","02","22:00"," ","20.1","","","M","","M","8","","4","","","M","","M","","","","","NA"
"2000-08-02 23:00","2000","08","02","23:00"," ","19.8","","","M","","M","31","","2","","","M","","M","","","","","NA"
"2000-08-03 00:00","2000","08","03","00:00"," ","19.7","","","M","","M","33","","7","","","M","","M","","","","","NA"
"2000-08-03 01:00","2000","08","03","01:00"," ","19.0","","","M","","M","","","0","","","M","","M","","","","","NA"
"2000-08-03 02:00","2000","08","03","02:00"," ","18.7","","","M","","M","9","","2","","","M","","M","","","","","NA"
"2000-08-03 03:00","2000","08","03","03:00"," ","18.6","","","M","","M","4","","2","","","M","","M","","","","","NA"
"2000-08-03 04:00","2000","08","03","04:00"," ","18.1","","","M","","M","29","","4","","","M","","M","","","","","NA"
"2000-08-03 05:00","2000","08","03","05:00"," ","18.2","","","M","","M","29","","11","","","M","","M","","","","","NA"
"2000-08-03 06:00","2000","08","03","06:00"," ","18.6","","","M","","M","29","","2","","","M","","M","","","","","NA"
"2000-08-03 07:00","2000","08","03","07:00"," ","19.5","","","M","","M","13","","2","","","M","","M","","","","","NA"
"2000-08-03 08:00","2000","08","03","08:00"," ","18.8","","","M","","M","28","","9","","","M","","M","","","","","NA"
"2000-08-03 09:00","2000","08","03","09:00"," ","19.1","","","M","","M","28","","11","","","M","","M","","","","","NA"
"2000-08-03 10:00","2000","08","03","10:00"," ","19.3","","","M","","M","26","","13","","","M","","M","","","","","NA"
"2000-08-03 11:00","2000","08","03","11:00"," ","19.6","","","M","","M","27","","17","","","M","","M","","","","","NA"
"2000-08-03 12:00","2000","08","03","12:00"," ","19.9","","","M","","M","25","","9","","","M","","M","","","","","NA"
"2000-08-03 13:00","2000","08","03","13:00"," ","20.6","","","M","","M","27","","13","","","M","","M","","","","","NA"
"2000-08-03 14:00","2000","08","03","14:00"," ","22.0","","","M","","M","28","","7","","","M","","M","","","","","NA"
"2000-08-03 15:00","2000","08","03","15:00"," ","22.9","","","M","","M","28","","11","","","M","","M","","","","","NA"
"2000-08-03 16:00","2000","08","03","16:00"," ","21.2","","","M","","M","26","","19","","","M","","M","","","","","NA"
"2000-08-03 17:00","2000","08","03","17:00"," ","23.5","","","M","","M","27","","6","","","M","","M","","","","","NA"
"2000-08-03 18:00","2000","08","03","18:00"," ","26.0","","","M","","M","","","0","","","M","","M","","","","","NA"
"2000-08-03 19:00","2000","08","03","19:00"," ","23.9","","","M","","M","7","","6","","","M","","M","","","","","NA"
"2000-08-03 20:00","2000","08","03","20:00"," ","23.3","","","M","","M","8","","11","","","M","","M","","","","","NA"
"2000-08-03 21:00","2000","08","03","21:00"," ","21.8","","","M","","M","9","","24","","","M","","M","","","","","NA"
"2000-08-03 22:00","2000","08","03","22:00"," ","21.5","","","M","","M","9","","20","","","M","","M","","","","","NA"
"2000-08-03 23:00","2000","08","03","23:00"," ","22.7","","","M","","M","8","","15","","","M","","M","","","","","NA"
"2000-08-04 00:00","2000","08","04","00:00"," ","21.1","","","M","","M","8","","11","","","M","","M","","","","","NA"
"2000-08-04 01:00","2000","08","04","01:00"," ","21.3","","","M","","M","","","0","","","M","","M","","","","","NA"
"2000-08-04 02:00","2000","08","04","02:00"," ","20.7","","","M","","M","7","","2","","","M","","M","","","","","NA"
"2000-08-04 03:00","2000","08","04","03:00"," ","20.1","","","M","","M","8","","4","","","M","","M","","","","","NA"
"2000-08-04 04:00","2000","08","04","04:00"," ","19.6","","","M","","M","10","","4","","","M","","M","","","","","NA"
"2000-08-04 05:00","2000","08","04","05:00"," ","19.5","","","M","","M","29","","4","","","M","","M","","","","","NA"
"2000-08-04 06:00","2000","08","04","06:00"," ","19.6","","","M","","M","8","","7","","","M","","M","","","","","NA"
"2000-08-04 07:00","2000","08","04","07:00"," ","20.1","","","M","","M","8","","11","","","M","","M","","","","","NA"
"2000-08-04 08:00","2000","08","04","08:00"," ","20.9","","","M","","M","9","","13","","","M","","M","","","","","NA"
"2000-08-04 09:00","2000","08","04","09:00"," ","22.3","","","M","","M","8","","11","","","M","","M","","","","","NA"
"2000-08-04 10:00","2000","08","04","10:00"," ","21.0","","","M","","M","28","","6","","","M","","M","","","","","NA"
"2000-08-04 11:00","2000","08","04","11:00"," ","20.6","","","M","","M","29","","7","","","M","","M","","","","","NA"
"2000-08-04 12:00","2000","08","04","12:00"," ","20.8","","","M","","M","29","","9","","","M","","M","","","","","NA"
"2000-08-04 13:00","2000","08","04","13:00"," ","20.7","","","M","","M","29","","9","","","M","","M","","","","","NA"
"2000-08-04 14:00","2000","08","04","14:00"," ","21.3","","","M","","M","29","","9","","","M","","M","","","","","NA"
"2000-08-04 15:00","2000","08","04","15:00"," ","22.4","","","M","","M","30","","9","","","M","","M","","","","","NA"
"2000-08-04 16:00","2000","08","04","16:00"," ","23.2","","","M","","M","28","","7","","","M","","M","","","","","NA"
"2000-08-04 17:00","2000","08","04","17:00"," ","22.7","","","M","","M","28","","11","","","M","","M","","","","","NA"
"2000-08-04 18:00","2000","08","04","18:00"," ","23.2","","","M","","M","28","","7","","","M","","M","","","","","NA"
"2000-08-04 19:00","2000","08","04","19:00"," ","24.0","","","M","","M","26","","2","","","M","","M","","","","","NA"
"2000-08-04 20:00","2000","08","04","20:00"," ","22.1","","","M","","M","8","","2","","","M","","M","","","","","NA"
"2000-08-04 21:00","2000","08","04","21:00"," ","24.3","","","M","","M","9","","9","","","M","","M","","","","","NA"
"2000-08-04 22:00","2000","08","04","22:00"," ","23.0","","","M","","M","","","0","","","M","","M","","","","","NA"
"2000-08-04 23:00","2000","08","04","23:00"," ","21.8","","","M","","M","","","0","","","M","","M","","","","","NA"
"2000-08-05 00:00","2000","08","05","00:00"," ","21.6","","","M","","M","36","","2","","","M","","M","","","","","NA"
"2000-08-05 01:00","2000","08","05","01:00"," ","22.0","","","M","","M","29","","2","","","M","","M","","","","","NA"
"2000-08-05 02:00","2000","08","05","02:00"," ","20.9","","","M","","M","6","","2","","","M","","M","","","","","NA"
"2000-08-05 03:00","2000","08","05","03:00"," ","20.6","","","M","","M","9","","7","","","M","","M","","","","","NA"
"2000-08-05 04:00","2000","08","05","04:00"," ","20.4","","","M","","M","8","","6","","","M","","M","","","","","NA"
"2000-08-05 05:00","2000","08","05","05:00"," ","20.0","","","M","","M","8","","11","","","M","","M","","","","","NA"
"2000-08-05 06:00","2000","08","05","06:00"," ","19.9","","","M","","M","11","","19","","","M","","M","","","","","NA"
"2000-08-05 07:00","2000","08","05","07:00"," ","20.9","","","M","","M","10","","17","","","M","","M","","","","","NA"
"2000-08-05 08:00","2000","08","05","08:00"," ","21.5","","","M","","M","9","","15","","","M","","M","","","","","NA"
"2000-08-05 09:00","2000","08","05","09:00"," ","21.3","","","M","","M","11","","19","","","M","","M","","","","","NA"
"2000-08-05 10:00","2000","08","05","10:00"," ","22.2","","","M","","M","11","","11","","","M","","M","","","","","NA"
"2000-08-05 11:00","2000","08","05","11:00"," ","20.7","","","M","","M","31","","13","","","M","","M","","","","","NA"
"2000-08-05 12:00","2000","08","05","12:00"," ","19.8","","","M","","M","28","","11","","","M","","M","","","","","NA"
"2000-08-05 13:00","2000","08","05","13:00"," ","20.6","","","M","","M","29","","7","","","M","","M","","","","","NA"
"2000-08-05 14:00","2000","08","05","14:00"," ","20.9","","","M","","M","29","","9","","","M","","M","","","","","NA"
"2000-08-05 15:00","2000","08","05","15:00"," ","21.3","","","M","","M","29","","11","","","M","","M","","","","","NA"
"2000-08-05 16:00","2000","08","05","16:00"," ","22.1","","","M","","M","30","","9","","","M","","M","","","","","NA"
"2000-08-05 17:00","2000","08","05","17:00"," ","22.4","","","M","","M","29","","7","","","M","","M","","","","","NA"
"2000-08-05 18:00","2000","08","05","18:00"," ","23.0","","","M","","M","29","","7","","","M","","M","","","","","NA"
"2000-08-05 19:00","2000","08","05","19:00"," ","23.5","","","M","","M","30","","6","","","M","","M","","","","","NA"
"2000-08-05 20:00","2000","08","05","20:00"," ","22.5","","","M","","M","35","","2","","","M","","M","","","","","NA"
"2000-08-05 21:00","2000","08","05","21:00"," ","22.3","","","M","","M","8","","4","","","M","","M","","","","","NA"
"2000-08-05 22:00","2000","08","05","22:00"," ","22.3","","","M","","M","31","","2","","","M","","M","","","","","NA"
"2000-08-05 23:00","2000","08","05","23:00"," ","20.7","","","M","","M","31","","4","","","M","","M","","","","","NA"
"2000-08-06 00:00","2000","08","06","00:00"," ","20.5","","","M","","M","8","","2","","","M","","M","","","","","NA"
"2000-08-06 01:00","2000","08","06","01:00"," ","20.2","","","M","","M","","","0","","","M","","M","","","","","NA"
"2000-08-06 02:00","2000","08","06","02:00"," ","19.4","","","M","","M","11","","7","","","M","","M","","","","","NA"
"2000-08-06 03:00","2000","08","06","03:00"," ","19.0","","","M","","M","12","","9","","","M","","M","","","","","NA"
"2000-08-06 04:00","2000","08","06","04:00"," ","18.7","","","M","","M","9","","7","","","M","","M","","","","","NA"
"2000-08-06 05:00","2000","08","06","05:00"," ","18.7","","","M","","M","8","","6","","","M","","M","","","","","NA"
"2000-08-06 06:00","2000","08","06","06:00"," ","19.0","","","M","","M","8","","11","","","M","","M","","","","","NA"
"2000-08-06 07:00","2000","08","06","07:00"," ","19.4","","","M","","M","11","","11","","","M","","M","","","","","NA"
"2000-08-06 08:00","2000","08","06","08:00"," ","20.3","","","M","","M","11","","4","","","M","","M","","","","","NA"
"2000-08-06 09:00","2000","08","06","09:00"," ","18.6","","","M","","M","25","","9","","","M","","M","","","","","NA"
"2000-08-06 10:00","2000","08","06","10:00"," ","19.1","","","M","","M","25","","11","","","M","","M","","","","","NA"
"2000-08-06 11:00","2000","08","06","11:00"," ","18.7","","","M","","M","25","","9","","","M","","M","","","","","NA"
"2000-08-06 12:00","2000","08","06","12:00"," ","18.6","","","M","","M","25","","11","","","M","","M","","","","","NA"
"2000-08-06 13:00","2000","08","06","13:00"," ","18.7","","","M","","M","25","","9","","","M","","M","","","","","NA"
"2000-08-06 14:00","2000","08","06","14:00"," ","19.5","","","M","","M","24","","7","","","M","","M","","","","","NA"
"2000-08-06 15:00","2000","08","06","15:00"," ","19.7","","","M","","M","23","","6","","","M","","M","","","","","NA"
"2000-08-06 16:00","2000","08","06","16:00"," ","20.5","","","M","","M","27","","7","","","M","","M","","","","","NA"
"2000-08-06 17:00","2000","08","06","17:00"," ","21.4","","","M","","M","23","","6","","","M","","M","","","","","NA"
"2000-08-06 18:00","2000","08","06","18:00"," ","21.8","","","M","","M","21","","7","","","M","","M","","","","","NA"
"2000-08-06 19:00","2000","08","06","19:00"," ","21.9","","","M","","M","18","","6","","","M","","M","","","","","NA"
"2000-08-06 20:00","2000","08","06","20:00"," ","21.1","","","M","","M","31","","2","","","M","","M","","","","","NA"
"2000-08-06 21:00","2000","08","06","21:00"," ","20.7","","","M","","M","10","","17","","","M","","M","","","","","NA"
"2000-08-06 22:00","2000","08","06","22:00"," ","20.3","","","M","","M","8","","15","","","M","","M","","","","","NA"
"2000-08-06 23:00","2000","08","06","23:00"," ","20.2","","","M","","M","8","","9","","","M","","M","","","","","NA"
"2000-08-07 00:00","2000","08","07","00:00"," ","19.5","","","M","","M","7","","2","","","M","","M","","","","","NA"
"2000-08-07 01:00","2000","08","07","01:00"," ","19.4","","","M","","M","8","","6","","","M","","M","","","","","NA"
"2000-08-07 02:00","2000","08","07","02:00"," ","19.1","","","M","","M","","","0","","","M","","M","","","","","NA"
"2000-08-07 03:00","2000","08","07","03:00"," ","18.9","","","M","","M","10","","4","","","M","","M","","","","","NA"
"2000-08-07 04:00","2000","08","07","04:00"," ","18.8","","","M","","M","8","","7","","","M","","M","","","","","NA"
"2000-08-07 05:00","2000","08","07","05:00"," ","18.2","","","M","","M","8","","7","","","M","","M","","","","","NA"
"2000-08-07 06:00","2000","08","07","06:00"," ","18.3","","","M","","M","11","","9","","","M","","M","","","","","NA"
"2000-08-07 07:00","2000","08","07","07:00"," ","18.7","","","M","","M","9","","11","","","M","","M","","","","","NA"
"2000-08-07 08:00","2000","08","07","08:00"," ","18.1","","","M","","M","12","","19","","","M","","M","","","","","NA"
"2000-08-07 09:00","2000","08","07","09:00"," ","17.9","","","M","","M","11","","19","","","M","","M","","","","","NA"
"2000-08-07 10:00","2000","08","07","10:00"," ","18.3","","","M","","M","12","","19","","","M","","M","","","","","NA"
"2000-08-07 11:00","2000","08","07","11:00"," ","18.6","","","M","","M","13","","15","","","M","","M","","","","","NA"
"2000-08-07 12:00","2000","08","07","12:00"," ","19.5","","","M","","M","13","","11","","","M","","M","","","","","NA"
"2000-08-07 13:00","2000","08","07","13:00"," ","19.2","","","M","","M","22","","11","","","M","","M","","","","","NA"
"2000-08-07 14:00","2000","08","07","14:00"," ","19.5","","","M","","M","24","","9","","","M","","M","","","","","NA"
"2000-08-07 15:00","2000","08","07","15:00"," ","19.6","","","M","","M","24","","7","","","M","","M","","","","","NA"
"2000-08-07 16:00","2000","08","07","16:00"," ","19.8","","","M","","M","25","","9","","","M","","M","","","","","NA"
"2000-08-07 17:00","2000","08","07","17:00"," ","19.9","","","M","","M","25","","9","","","M","","M","","","","","NA"
"2000-08-07 18:00","2000","08","07","18:00"," ","20.2","","","M","","M","23","","6","","","M","","M","","","","","NA"
"2000-08-07 19:00","2000","08","07","19:00"," ","20.6","","","M","","M","22","","4","","","M","","M","","","","","NA"
"2000-08-07 20:00","2000","08","07","20:00"," ","19.8","","","M","","M","28","","2","","","M","","M","","","","","NA"
"2000-08-07 21:00","2000","08","07","21:00"," ","19.7","","","M","","M","","","0","","","M","","M","","","","","NA"
"2000-08-07 22:00","2000","08","07","22:00"," ","19.5","","","M","","M","","","0","","","M","","M","","","","","NA"
"2000-08-07 23:00","2000","08","07","23:00"," ","19.0","","","M","","M","3","","2","","","M","","M","","","","","NA"
"2000-08-08 00:00","2000","08","08","00:00"," ","19.4","","","M","","M","33","","4","","","M","","M","","","","","NA"
"2000-08-08 01:00","2000","08","08","01:00"," ","18.8","","","M","","M","","","0","","","M","","M","","","","","NA"
"2000-08-08 02:00","2000","08","08","02:00"," ","18.5","","","M","","M","8","","6","","","M","","M","","","","","NA"
"2000-08-08 03:00","2000","08","08","03:00"," ","18.5","","","M","","M","7","","2","","","M","","M","","","","","NA"
"2000-08-08 04:00","2000","08","08","04:00"," ","18.1","","","M","","M","","","0","","","M","","M","","","","","NA"
"2000-08-08 05:00","2000","08","08","05:00"," ","18.1","","","M","","M","8","","4","","","M","","M","","","","","NA"
"2000-08-08 06:00","2000","08","08","06:00"," ","18.5","","","M","","M","","","0","","","M","","M","","","","","NA"
"2000-08-08 07:00","2000","08","08","07:00"," ","18.7","","","M","","M","10","","2","","","M","","M","","","","","NA"
"2000-08-08 08:00","2000","08","08","08:00"," ","18.9","","","M","","M","11","","6","","","M","","M","","","","","NA"
"2000-08-08 09:00","2000","08","08","09:00"," ","19.3","","","M","","M","19","","4","","","M","","M","","","","","NA"
"2000-08-08 10:00","2000","08","08","10:00"," ","19.4","","","M","","M","28","","7","","","M","","M","","","","","NA"
"2000-08-08 11:00","2000","08","08","11:00"," ","19.6","","","M","","M","27","","11","","","M","","M","","","","","NA"
"2000-08-08 12:00","2000","08","08","12:00"," ","20.1","","","M","","M","26","","6","","","M","","M","","","","","NA"
"2000-08-08 13:00","2000","08","08","13:00"," ","20.1","","","M","","M","22","","9","","","M","","M","","","","","NA"
"2000-08-08 14:00","2000","08","08","14:00"," ","19.9","","","M","","M","22","","9","","","M","","M","","","","","NA"
"2000-08-08 15:00","2000","08","08","15:00"," ","20.3","","","M","","M","24","","7","","","M","","M","","","","","NA"
"2000-08-08 16:00","2000","08","08","16:00"," ","20.7","","","M","","M","22","","6","","","M","","M","","","","","NA"
"2000-08-08 17:00","2000","08","08","17:00"," ","21.3","","","M","","M","19","","4","","","M","","M","","","","","NA"
"2000-08-08 18:00","2000","08","08","18:00"," ","21.5","","","M","","M","21","","4","","","M","","M","","","","","NA"
"2000-08-08 19:00","2000","08","08","19:00"," ","21.8","","","M","","M","11","","2","","","M","","M","","","","","NA"
"2000-08-08 20:00","2000","08","08","20:00"," ","21.8","","","M","","M","8","","6","","","M","","M","","","","","NA"
"2000-08-08 21:00","2000","08","08","21:00"," ","21.9","","","M","","M","","","0","","","M","","M","","","","","NA"
"2000-08-08 22:00","2000","08","08","22:00"," ","21.1","","","M","","M","8","","4","","","M","","M","","","","","NA"
"2000-08-08 23:00","2000","08","08","23:00"," ","20.6","","","M","","M","31","","2","","","M","","M","","","","","NA"
"2000-08-09 00:00","2000","08","09","00:00"," ","20.2","","","M","","M","7","","4","","","M","","M","","","","","NA"
"2000-08-09 01:00","2000","08","09","01:00"," ","20.0","","","M","","M","31","","6","","","M","","M","","","","","NA"
"2000-08-09 02:00","2000","08","09","02:00"," ","19.6","","","M","","M","7","","4","","","M","","M","","","","","NA"
"2000-08-09 03:00","2000","08","09","03:00"," ","19.1","","","M","","M","31","","4","","","M","","M","","","","","NA"
"2000-08-09 04:00","2000","08","09","04:00"," ","19.0","","","M","","M","8","","2","","","M","","M","","","","","NA"
"2000-08-09 05:00","2000","08","09","05:00"," ","18.6","","","M","","M","6","","2","","","M","","M","","","","","NA"
"2000-08-09 06:00","2000","08","09","06:00"," ","19.3","","","M","","M","8","","7","","","M","","M","","","","","NA"
"2000-08-09 07:00","2000","08","09","07:00"," ","20.2","","","M","","M","12","","4","","","M","","M","","","","","NA"
"2000-08-09 08:00","2000","08","09","08:00"," ","19.0","","","M","","M","26","","9","","","M","","M","","","","","NA"
"2000-08-09 09:00","2000","08","09","09:00"," ","19.1","","","M","","M","24","","9","","","M","","M","","","","","NA"
"2000-08-09 10:00","2000","08","09","10:00"," ","19.8","","","M","","M","26","","19","","","M","","M","","","","","NA"
"2000-08-09 11:00","2000","08","09","11:00"," ","19.6","","","M","","M","26","","20","","","M","","M","","","","","NA"
"2000-08-09 12:00","2000","08","09","12:00"," ","19.9","","","M","","M","26","","20","","","M","","M","","","","","NA"
"2000-08-09 13:00","2000","08","09","13:00"," ","20.2","","","M","","M","26","","13","","","M","","M","","","","","NA"
"2000-08-09 14:00","2000","08","09","14:00"," ","20.7","","","M","","M","27","","11","","","M","","M","","","","","NA"
"2000-08-09 15:00","2000","08","09","15:00"," ","21.2","","","M","","M","26","","17","","","M","","M","","","","","NA"
"2000-08-09 16:00","2000","08","09","16:00"," ","22.7","","","M","","M","20","","6","","","M","","M","","","","","NA"
"2000-08-09 17:00","2000","08","09","17:00"," ","22.9","","","M","","M","17","","4","","","M","","M","","","","","NA"
"2000-08-09 18:00","2000","08","09","18:00"," ","22.9","","","M","","M","20","","2","","","M","","M","","","","","NA"
"2000-08-09 19:00","2000","08","09","19:00"," ","22.7","","","M","","M","13","","2","","","M","","M","","","","","NA"
"2000-08-09 20:00","2000","08","09","20:00"," ","21.5","","","M","","M","8","","6","","","M","","M","","","","","NA"
"2000-08-09 21:00","2000","08","09","21:00"," ","21.5","","","M","","M","8","","9","","","M","","M","","","","","NA"
"2000-08-09 22:00","2000","08","09","22:00"," ","20.6","","","M","","M","8","","7","","","M","","M","","","","","NA"
"2000-08-09 23:00","2000","08","09","23:00"," ","20.3","","","M","","M","8","","9","","","M","","M","","","","","NA"
"2000-08-10 00:00","2000","08","10","00:00"," ","20.3","","","M","","M","8","","7","","","M","","M","","","","","NA"
"2000-08-10 01:00","2000","08","10","01:00"," ","19.5","","","M","","M","9","","6","","","M","","M","","","","","NA"
"2000-08-10 02:00","2000","08","10","02:00"," ","18.9","","","M","","M","7","","6","","","M","","M","","","","","NA"
"2000-08-10 03:00","2000","08","10","03:00"," ","18.6","","","M","","M","4","","2","","","M","","M","","","","","NA"
"2000-08-10 04:00","2000","08","10","04:00"," ","18.7","","","M","","M","8","","20","","","M","","M","","","","","NA"
"2000-08-10 05:00","2000","08","10","05:00"," ","18.3","","","M","","M","9","","7","","","M","","M","","","","","NA"
"2000-08-10 06:00","2000","08","10","06:00"," ","18.8","","","M","","M","8","","7","","","M","","M","","","","","NA"
"2000-08-10 07:00","2000","08","10","07:00"," ","18.4","","","M","","M","9","","15","","","M","","M","","","","","NA"
"2000-08-10 08:00","2000","08","10","08:00"," ","18.6","","","M","","M","9","","15","","","M","","M","","","","","NA"
"2000-08-10 09:00","2000","08","10","09:00"," ","18.9","","","M","","M","10","","11","","","M","","M","","","","","NA"
"2000-08-10 10:00","2000","08","10","10:00"," ","19.1","","","M","","M","24","","11","","","M","","M","","","","","NA"
"2000-08-10 11:00","2000","08","10","11:00"," ","19.2","","","M","","M","23","","7","","","M","","M","","","","","NA"
"2000-08-10 12:00","2000","08","10","12:00"," ","19.1","","","M","","M","24","","9","","","M","","M","","","","","NA"
"2000-08-10 13:00","2000","08","10","13:00"," ","19.4","","","M","","M","24","","9","","","M","","M","","","","","NA"
"2000-08-10 14:00","2000","08","10","14:00"," ","20.2","","","M","","M","24","","9","","","M","","M","","","","","NA"
